PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
MOZO,ALTO MONTAÑA - ALIMENTACION,44709,TERMINO DE CONTRATO,44927,CESADO,M,SOLTERO(A),35596,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAYLLA,CUSCO,DPTO CUSCO,SIN INFORMACION
MOZO,HUDBAY - ALIMENTACION,45182,RENUNCIA VOLUNTARIA,45275,CESADO,F,SOLTERO(A),34781,E&R,ALQUILADA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,0
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44081,PERIODO PRUEBA,44159,CESADO,F,SOLTERO(A),35473,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE CALIDAD,QUELLAVECO - ALIMENTACION,44144,TERMINO DE CONTRATO,44256,CESADO,M,SOLTERO(A),32577,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE RECREACION,QUELLAVECO - ALIMENTACION,45349,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),35592,E&R,FAMILIAR,GRADO DE BACHILLER,AREQUIPA,AREQUIPA,DPTO AREQUIPA,0
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44158,PERIODO PRUEBA,44227,CESADO,M,SOLTERO(A),36554,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
COCINERO,TUNSHURUCO - ALIMENTACION,44176,RENUNCIA VOLUNTARIA,44562,CESADO,M,SOLTERO(A),31265,E&R,NO APLICABLE,SECUNDARIA COMPLETA,TORRES CAUSANA,MAYNAS,DPTO LORETO,SIN INFORMACION
AUXILIAR GENERAL,HOCHSCHILD - INMACULADA,44040,RENUNCIA VOLUNTARIA,44470,CESADO,M,SOLTERO(A),33170,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,0
CHOFER,PAN AMERICAN SILVER - ARGENTUM GOLF,44700,TERMINO DE CONTRATO,44805,CESADO,M,CONVIVIENTE,31433,E&R,PROPIA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,2
AYUDANTE DE COCINA,HUDBAY - ALIMENTACION,45017,PERIODO PRUEBA,45053,CESADO,M,SOLTERO(A),37257,E&R,ALQUILADA,SECUNDARIA COMPLETA,PICHIGUA,ESPINAR,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE ALMACEN,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45275,PERIODO PRUEBA,45296,CESADO,M,SOLTERO(A),36181,E&R,ALQUILADA,SECUNDARIA COMPLETA,CABANA,SAN ROMAN,DPTO PUNO,0
AUXILIAR DE HOTELERIA,REPSOL NUEVO LOTE 57 - HOTELERIA,44571,RENUNCIA VOLUNTARIA,44652,CESADO,M,SOLTERO(A),32300,E&R,ALQUILADA,SECUNDARIA COMPLETA,RIMAC,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,44053,TERMINO DE CONTRATO,45352,CESADO,M,SOLTERO(A),31160,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,RIMAC,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE COMEDOR,QUELLAVECO - ALIMENTACION,43992,RENUNCIA VOLUNTARIA,44123,CESADO,F,SOLTERO(A),33540,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR DE LIMPIEZA,CNPC PERU - PIURA,44552,TERMINO DE CONTRATO,44642,CESADO,F,SOLTERO(A),28768,E&R,PROPIA,SECUNDARIA COMPLETA,EL ALTO,TALARA,DPTO PIURA,3
AUXILIAR GENERAL,SAXON MALVINAS - SATELITES,44629,RENUNCIA VOLUNTARIA,44896,CESADO,M,SOLTERO(A),35487,E&R,ALQUILADA,SECUNDARIA COMPLETA,PACHACAMAC,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - CARPINTERO,ENEL GYD - MANTENIMIENTO,44839,RENUNCIA VOLUNTARIA,45048,CESADO,M,SOLTERO(A),32052,E&R,PROPIA,SECUNDARIA COMPLETA,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,0
SUPERVISOR DE FLOTA DE VEHICULOS,QUELLAVECO - ALIMENTACION,44431,RENUNCIA VOLUNTARIA,44444,CESADO,M,SOLTERO(A),29221,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR DE ALMACEN,QUELLAVECO - ALIMENTACION,43976,TERMINO DE CONTRATO,45323,CESADO,M,SOLTERO(A),33904,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ILO,ILO,DPTO MOQUEGUA,3
COCINERO,NO DEFINIDO,44492,PERIODO PRUEBA,44531,CESADO,M,SOLTERO(A),33010,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,NO DEFINIDO,44492,RENUNCIA VOLUNTARIA,44787,CESADO,F,SOLTERO(A),33714,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MILPO EL PORVENIR - ALIMENTACION,44245,RENUNCIA VOLUNTARIA,44331,CESADO,F,SOLTERO(A),37479,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
MOZO,HUDBAY - ALIMENTACION,45043,RENUNCIA VOLUNTARIA,45114,CESADO,M,CASADO(A),33596,E&R,PROPIA,SECUNDARIA COMPLETA,CERRO COLORADO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
INSTRUCTOR DE DEPORTE,TUNSHURUCO - HOTELERIA,43432,DESPIDO POR CAUSAL,44595,CESADO,M,SOLTERO(A),31874,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,BARRANCO,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,HUB PRODUCCION CORPORATE,44565,RENUNCIA VOLUNTARIA,44774,CESADO,M,SOLTERO(A),34070,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,43998,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),27108,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CURAHUASI,ABANCAY,DPTO APURIMAC,SIN INFORMACION
LAVANDERO,HUDBAY - HOTELERIA,44783,TERMINO DE CONTRATO,45170,CESADO,M,SOLTERO(A),31665,E&R,PROPIA,SECUNDARIA COMPLETA,URCOS,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
RECEPCIONISTA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44767,TERMINO DE CONTRATO,44986,CESADO,F,SOLTERO(A),34957,E&R,PROPIA,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - SOLDADOR,QUELLAVECO - MANTENIMIENTO,44077,RENUNCIA VOLUNTARIA,44308,CESADO,M,CASADO(A),30003,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,MINSUR PUCAMARCA NUEVO - MANTENIMIENTO,42984,RENUNCIA VOLUNTARIA,45030,CESADO,M,SOLTERO(A),31772,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,MIRAFLORES,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ALTO MONTAÑA - HOTELERIA,43675,TERMINO DE CONTRATO,43891,CESADO,M,SOLTERO(A),33746,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44368,TERMINO DE CONTRATO,45047,CESADO,F,SOLTERO(A),31535,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44343,TERMINO DE CONTRATO,44774,CESADO,M,SOLTERO(A),36683,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE PANADERIA,HUDBAY - ALIMENTACION,45230,PERIODO PRUEBA,45277,CESADO,M,SOLTERO(A),34429,E&R,ALQUILADA,SECUNDARIA COMPLETA,MIRAFLORES,MIRAFLORES,DPTO AREQUIPA,1
SUPERVISOR DE LAVANDERIA,HUDBAY - HOTELERIA,44743,TERMINO DE CONTRATO,44896,CESADO,M,SOLTERO(A),32996,E&R,PROPIA,SECUNDARIA COMPLETA,CURAHUASI,ABANCAY,DPTO APURIMAC,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44168,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),35674,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CHAUPIMARCA,PASCO,DPTO PASCO,SIN INFORMACION
AUXILIAR DE LIMPIEZA,CNPC PERU - PIURA,42035,MUTUO DISENSO,44824,CESADO,M,SOLTERO(A),27551,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,EL ALTO,TALARA,DPTO PIURA,SIN INFORMACION
MOZO,HOCHSCHILD - INMACULADA,43852,RENUNCIA VOLUNTARIA,44630,CESADO,M,SOLTERO(A),34467,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CHIGUATA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AYUDANTE DE COCINA,TUNSHURUCO - ALIMENTACION,45016,RENUNCIA VOLUNTARIA,45047,CESADO,M,CONVIVIENTE,31546,E&R,PROPIA,SECUND.  INCOMPLETA,CHILCA,HUANCAYO,DPTO JUNIN,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - ALIMENTACION,44155,RENUNCIA VOLUNTARIA,44491,CESADO,M,SOLTERO(A),34874,E&R,NO APLICABLE,SECUNDARIA COMPLETA,NAPO,MAYNAS,DPTO LORETO,SIN INFORMACION
MOZO,LA PODEROSA - STA MARIA,44614,PERIODO PRUEBA,44633,CESADO,F,SOLTERO(A),35744,E&R,PROPIA,SECUNDARIA COMPLETA,CHICLAYO,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
MOZO,PAN AMERICAN SILVER HUARON - ALIMENTACION,44425,PERIODO PRUEBA,44501,CESADO,F,SOLTERO(A),35507,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SANTA ANITA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTRICISTA,EDELNOR - MANTENIMIENTO,43788,RENUNCIA VOLUNTARIA,44958,CESADO,M,SOLTERO(A),29554,E&R,NO APLICABLE,TÉCNICA COMPLETA,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
AUXILIAR GENERAL,UCHUCCHACUA - ALIMENTACION,44219,TERMINO DE CONTRATO,44773,CESADO,F,SOLTERO(A),35953,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,5
AUXILIAR GENERAL,UCHUCCHACUA - ALIMENTACION,44447,PERIODO PRUEBA,44531,CESADO,F,SOLTERO(A),34383,E&R,NO APLICABLE,NO APLICABLE,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE ALIMENTACION,PLUSPETROL PISCO - ALIMENTACION,44090,PERIODO PRUEBA,44166,CESADO,M,SOLTERO(A),33761,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
COST CONTROLLER,TUNSHURUCO - ALIMENTACION,44266,TERMINO DE CONTRATO,45078,CESADO,M,CASADO(A),27369,E&R,NO APLICABLE,UNIVERS. COMPLETA,LOS OLIVOS,LIMA,DPTO LIMA,1
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,42683,RENUNCIA VOLUNTARIA,44843,CESADO,M,SOLTERO(A),30583,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,PARAMONGA,BARRANCA,DPTO LIMA,2
AUXILIAR DE LIMPIEZA,VALE MISKI MAYO - HOTELERIA,44337,TERMINO DE CONTRATO,44531,CESADO,F,SOLTERO(A),35038,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,EL BROCAL,44406,RENUNCIA VOLUNTARIA,44421,CESADO,F,SOLTERO(A),32067,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,45155,RENUNCIA VOLUNTARIA,45323,CESADO,M,SOLTERO(A),32718,E&R,PROPIA,TITULADO,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,44559,TERMINO DE CONTRATO,44713,CESADO,M,SOLTERO(A),36781,E&R,ALQUILADA,UNIVERS. COMPLETA,TARMA,TARMA,DPTO JUNIN,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,43983,PERIODO PRUEBA,44013,CESADO,F,SOLTERO(A),34517,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44350,TERMINO DE CONTRATO,44774,CESADO,F,DIVORCIADO(A),25959,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,TUCTU - HOTELERIA,42552,FALLECIMIENTO,44225,CESADO,F,SOLTERO(A),23173,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
SUPERVISOR DE MANTENIMIENTO,PLUSPETROL L 56 - MANTENIMIENTO,44245,TERMINO DE CONTRATO,45261,CESADO,F,SOLTERO(A),31206,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,UCHUCCHACUA - HOTELERIA,44167,TERMINO DE CONTRATO,44773,CESADO,F,SOLTERO(A),31777,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,IQUITOS,MAYNAS,DPTO LORETO,1
AUXILIAR DE LIMPIEZA,QUELLAVECO - HOTELERIA,43983,TERMINO DE CONTRATO,44256,CESADO,M,SOLTERO(A),35322,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44130,RENUNCIA VOLUNTARIA,44142,CESADO,F,SOLTERO(A),34184,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,NO DENIFIDO,44482,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),34243,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - GASFITERO,QUELLAVECO - MANTENIMIENTO,44091,RENUNCIA VOLUNTARIA,44805,CESADO,M,SOLTERO(A),27505,E&R,NO APLICABLE,TÉCNICA COMPLETA,LOS OLIVOS,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,42552,TERMINO DE CONTRATO,43891,CESADO,F,SOLTERO(A),24722,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43589,TERMINO DE CONTRATO,44440,CESADO,F,SOLTERO(A),33256,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,44447,FALLECIMIENTO,44500,CESADO,F,SOLTERO(A),30540,E&R,NO APLICABLE,NO APLICABLE,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,TUNSHURUCO - HOTELERIA,44705,TERMINO DE CONTRATO,44805,CESADO,F,CASADO(A),34010,E&R,ALQUILADA,SECUND.  INCOMPLETA,LA OROYA,YAULI,DPTO JUNIN,SIN INFORMACION
PANADERO PASTELERO,TUNSHURUCO - ALIMENTACION,44390,RENUNCIA VOLUNTARIA,44481,CESADO,M,SOLTERO(A),33429,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUB CHEF,HOCHSCHILD - INMACULADA,41030,FALLECIMIENTO,43852,CESADO,M,DIVORCIADO(A),25105,E&R,NO APLICABLE,TÉCNICA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,MARSA - ALIMENTACION,44761,RENUNCIA VOLUNTARIA,44927,CESADO,M,SOLTERO(A),33800,E&R,PROPIA,SECUNDARIA COMPLETA,VILLA EL SALVADOR,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,ALTO MONTAÑA - ALIMENTACION,45174,RENUNCIA VOLUNTARIA,45177,CESADO,F,SOLTERO(A),34064,E&R,PROPIA,SECUNDARIA COMPLETA,AREQUIPA,AREQUIPA,DPTO AREQUIPA,0
TECNICO DE MANTENIMIENTO - HVAC JUNIOR,PAMPA MELCHORITA - MANTENIMIENTO,45182,RENUNCIA VOLUNTARIA,45292,CESADO,M,SOLTERO(A),33904,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,0
ESTIBADOR,QUELLAVECO - ALIMENTACION,44420,RENUNCIA VOLUNTARIA,44470,CESADO,M,CONVIVIENTE,30049,E&R,NO APLICABLE,NO APLICABLE,CAYMA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
SUPERVISOR DE HS&E,QUELLAVECO - ALIMENTACION,44399,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),32643,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,PAN AMERICAN SILVER - ARGENTUM GOLF,45309,PERIODO PRUEBA,45360,CESADO,M,CONVIVIENTE,31711,E&R,PROPIA,SECUNDARIA COMPLETA,ACRAQUIA,TAYACAJA,DPTO HUANCAVELICA,1
AUXILIAR DE ADMINISTRACION,PLUSPETROL L 88 - ADMINISTRACION,44051,RENUNCIA VOLUNTARIA,44136,CESADO,F,SOLTERO(A),32349,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44077,TERMINO DE CONTRATO,45323,CESADO,F,SOLTERO(A),27328,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CARUMAS,MARISCAL NIETO,DPTO MOQUEGUA,5
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44452,TERMINO DE CONTRATO,44835,CESADO,F,SOLTERO(A),34690,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,43983,RENUNCIA VOLUNTARIA,44090,CESADO,F,SOLTERO(A),32808,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44315,TERMINO DE CONTRATO,45231,CESADO,M,SOLTERO(A),33367,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE ALMACEN,QUELLAVECO - ALIMENTACION,43976,RENUNCIA VOLUNTARIA,44136,CESADO,M,SOLTERO(A),33242,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,COGA SELVA - ALIMENTACION,43195,TERMINO DE CONTRATO,44256,CESADO,M,SOLTERO(A),35078,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - ALIMENTACION,44044,TERMINO DE CONTRATO,44136,CESADO,M,SOLTERO(A),30466,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,PPN LOTE 8 - MANTENIMIENTO,42055,ART 34° DECRETO LEG 728°,45323,CESADO,M,SOLTERO(A),30397,E&R,NO APLICABLE,TÉCNICA COMPLETA,PUNCHANA,MAYNAS,DPTO LORETO,4
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,45092,RENUNCIA VOLUNTARIA,45400,CESADO,M,SOLTERO(A),35691,E&R,ALQUILADA,TÉCNICA INCOMPLETA,JACOBO HUNTER,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
VAJILLERO,PLUSPETROL L 88 - CATERING C4,45232,TERMINO DE CONTRATO,45352,CESADO,M,SOLTERO(A),36219,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,0
TECNICO DE MANTENIMIENTO - CARPINTERO,MARSA - MANTENIMIENTO,45197,TERMINO DE CONTRATO,45352,CESADO,M,SOLTERO(A),35113,E&R,FAMILIAR,SUPERIOR INCOMPLETA,PUENTE PIEDRA,LIMA,DPTO LIMA,0
AUXILIAR DE ALMACEN,HUDBAY - ALIMENTACION,44753,RENUNCIA VOLUNTARIA,44776,CESADO,M,SOLTERO(A),34458,E&R,PROPIA,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
RECEPCIONISTA,HUDBAY - HOTELERIA,44775,RENUNCIA VOLUNTARIA,44971,CESADO,F,SOLTERO(A),32491,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JERONIMO,CUSCO,DPTO CUSCO,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,TUNSHURUCO - MANTENIMIENTO,44677,RENUNCIA VOLUNTARIA,44963,CESADO,M,SOLTERO(A),35043,E&R,PROPIA,TÉCNICA COMPLETA,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
AYUDANTE DE COCINA,MARSA - ALIMENTACION,45141,RENUNCIA VOLUNTARIA,45231,CESADO,M,SOLTERO(A),35678,E&R,PROPIA,SECUNDARIA COMPLETA,CHANCAY,HUARAL,DPTO LIMA,1
AUXILIAR DE MANTENIMIENTO,TUNSHURUCO - MANTENIMIENTO,44988,RENUNCIA VOLUNTARIA,45292,CESADO,M,CONVIVIENTE,37095,E&R,ALOJADO,UNIVERS. INCOMPLETA,PACHACAMAC,LIMA,DPTO LIMA,1
MOZO,QUELLAVECO - ALIMENTACION,44399,TERMINO DE CONTRATO,44531,CESADO,F,CASADO(A),29599,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE MANTENIMIENTO,QUELLAVECO - MANTENIMIENTO,44375,RENUNCIA VOLUNTARIA,44501,CESADO,M,SOLTERO(A),32048,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,45244,RENUNCIA VOLUNTARIA,45292,CESADO,F,SOLTERO(A),28845,E&R,FAMILIAR,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,1
MOZO,HUDBAY - ALIMENTACION,45453,PERIODO PRUEBA,45511,CESADO,F,SOLTERO(A),30040,E&R,PROPIA,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE HOTELERIA,MINSUR TIMPURE NUEVO - ALIMENTACION,45142,RENUNCIA VOLUNTARIA,45231,CESADO,F,SOLTERO(A),32735,E&R,PROPIA,SECUNDARIA COMPLETA,TACNA,TACNA,DPTO TACNA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,43976,TERMINO DE CONTRATO,45474,CESADO,F,SOLTERO(A),28534,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ILAVE,EL COLLAO,DPTO PUNO,SIN INFORMACION
MAESTRO DE COCINA,TUCTU - ALIMENTACION,43536,TERMINO DE CONTRATO,44013,CESADO,M,CASADO(A),27831,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,2
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,45414,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),34689,E&R,PROPIA,SUPERIOR COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
AUXILIAR DE MANTENIMIENTO,PAMPA MELCHORITA - MANTENIMIENTO,43704,RENUNCIA VOLUNTARIA,43862,CESADO,M,SOLTERO(A),33389,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,HOCHSCHILD - PALLANCATA,44705,RENUNCIA VOLUNTARIA,44860,CESADO,M,SOLTERO(A),35498,E&R,PROPIA,SECUNDARIA COMPLETA,MIRAFLORES,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
MOZO,PAN AMERICAN SILVER - ARGENTUM GOLF,44122,RENUNCIA VOLUNTARIA,44366,CESADO,F,SOLTERO(A),34611,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
CHOFER,SOUTHERN PERU - TOQUEPALA,44441,PERIODO PRUEBA,44501,CESADO,M,SOLTERO(A),28465,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,42634,TERMINO DE CONTRATO,43983,CESADO,M,SOLTERO(A),20081,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,45244,TERMINO DE CONTRATO,45352,CESADO,F,SOLTERO(A),33482,E&R,FAMILIAR,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
AYUDANTE DE COCINA,SAXON MALVINAS - SATELITES,43687,TERMINO DE CONTRATO,43891,CESADO,M,SOLTERO(A),36311,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,HOCHSCHILD - PALLANCATA,45021,RENUNCIA VOLUNTARIA,45139,CESADO,M,CONVIVIENTE,31976,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,SIN INFORMACION
