PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
MOZO,PAN AMERICAN SILVER - ARGENTUM GOLF,45530,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34134,E&R,NO APLICABLE,SECUNDARIA COMPLETA,HUANCAYO,HUANCAYO,DPTO JUNIN,0
JARDINERO,COGA SIERRA - MANTENIMIENTO,44351,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29082,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE HS&E,MARSA - MEDIO AMBIENTE,45330,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34913,E&R,FAMILIAR,SUPERIOR COMPLETA,OTUZCO,OTUZCO,DPTO LA LIBERTAD,0
AUXILIAR DE LIMPIEZA,COGA - SOLIM,41066,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),28279,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,VILLA EL SALVADOR,LIMA,DPTO LIMA,2
AUXILIAR GENERAL,MARSA - ALIMENTACION,45253,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,36553,E&R,PROPIA,SECUNDARIA COMPLETA,ICHOCAN,SAN MARCOS,DPTO CAJAMARCA,0
MOZO,SAN GABRIEL NUEVO - ALIMENTACION,45510,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36030,E&R,ALQUILADA,SECUNDARIA COMPLETA,MARIANO MELGAR,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE MANTENIMIENTO,HUDBAY - ALIMENTACION,45148,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36364,E&R,PROPIA,SECUNDARIA COMPLETA,CERRO COLORADO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
ALMACENERO,COGA SELVA - ALIMENTACION,42123,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32929,E&R,NO APLICABLE,TÉCNICA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR PUCAMARCA NUEVO - HOTELERIA,45435,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31507,E&R,ALQUILADA,UNIVERS. COMPLETA,CONEL GREGORIO ALBARRACIN L.A.U.,TACNA,DPTO TACNA,0
AUXILIAR DE LIMPIEZA,COGA - SAN CLEMENTE,44811,NO APLICABLE,0,ACTIVO,M,DIVORCIADO(A),32228,E&R,PROPIA,SECUNDARIA COMPLETA,SUNAMPE,CHINCHA,DPTO ICA,SIN INFORMACION
SUPERVISOR DE LIMPIEZA,COGA - SOLIM,39095,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30003,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,COGA SELVA - ALIMENTACION,43203,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35305,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,HUARO,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
PANADERO PASTELERO,PAMPA MELCHORITA - ALIMENTACION,44605,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,31616,E&R,PROPIA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,45317,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32468,E&R,PROPIA,SECUNDARIA COMPLETA,CONCEPCION,CONCEPCION,DPTO JUNIN,2
MOZO,EL BROCAL,45190,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36623,E&R,ALQUILADA,SECUNDARIA COMPLETA,ACORIA,HUANCAVELICA,DPTO HUANCAVELICA,0
SUPERVISOR DE HS&E SENIOR,EL BROCAL,43462,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33508,E&R,NO APLICABLE,UNIVERS. COMPLETA,YANACANCHA,PASCO,DPTO PASCO,SIN INFORMACION
SUPERVISOR DE MEDIO AMBIENTE,MARSA - MEDIO AMBIENTE,45400,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33479,E&R,NO APLICABLE,MAESTRÍA COMPLETA,EL TAMBO,GUILLEN,DPTO JUNIN,0
NUTRICIONISTA,MINSUR PUCAMARCA NUEVO - ALIMENTACION,44335,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32262,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE COMEDOR,MARSA - ALIMENTACION,44224,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35164,E&R,NO APLICABLE,TÉCNICA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
CHOFER,MARSA - MEDIO AMBIENTE,45162,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32432,E&R,FAMILIAR,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,HOCHSCHILD - INMACULADA,45463,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,34475,E&R,PROPIA,SECUNDARIA COMPLETA,JOSE L. BUSTAMANTE Y RIVERO,AREQUIPA,DPTO AREQUIPA,1
ASISTENTE ADMINISTRATIVO,EDELNOR - LIMPIEZA,45093,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34370,E&R,FAMILIAR,GRADO DE BACHILLER,SAN MARTIN DE PORRES,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,RIO TINTO LA GRANJA - NON FOOD 2,42075,NO APLICABLE,0,ACTIVO,F,VIUDO(A),28218,E&R,NO APLICABLE,SECUNDARIA COMPLETA,QUEROCOTO,CHOTA,DPTO CAJAMARCA,SIN INFORMACION
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,44855,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,33968,E&R,PROPIA,SECUNDARIA COMPLETA,LA BREA,TALARA,DPTO PIURA,SIN INFORMACION
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,45358,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,33827,E&R,PROPIA,SECUNDARIA COMPLETA,EL PRADO,SAN MIGUEL,DPTO CAJAMARCA,1
CHEF,TUNSHURUCO - ALIMENTACION,45107,NO APLICABLE,0,ACTIVO,M,CASADO(A),30777,E&R,FAMILIAR,TÉCNICA COMPLETA,CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,45387,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35925,E&R,ALQUILADA,TÉCNICA COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,0
SUPERVISOR DE HS&E,TUNSHURUCO - ALIMENTACION,43791,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32792,E&R,NO APLICABLE,UNIVERS. COMPLETA,ATE,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,45315,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,34093,E&R,FAMILIAR,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,HOCHSCHILD - INMACULADA,45113,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37565,E&R,PROPIA,SECUNDARIA COMPLETA,HUANTA,HUANTA,DPTO AYACUCHO,SIN INFORMACION
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,45439,NO APLICABLE,0,ACTIVO,M,CASADO(A),24268,E&R,PROPIA,SECUNDARIA COMPLETA,SUBTANJALLA,ICA,DPTO ICA,2
MOZO,TUCTU - ALIMENTACION,42552,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),25632,E&R,NO APLICABLE,UNIVERS. COMPLETA,LA OROYA,YAULI,DPTO JUNIN,SIN INFORMACION
ALMACENERO,PLUSPETROL L 88 - LOGISTICA,43490,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32665,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
ALMACENERO,PLUSPETROL L 88 - LOGISTICA,44715,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32088,E&R,ALQUILADA,TÉCNICA COMPLETA,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
TECNICO DE MANTENIMIENTO - GASFITERO,TUNSHURUCO - MANTENIMIENTO,43315,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27914,E&R,NO APLICABLE,TÉCNICA COMPLETA,ATE,LIMA,DPTO LIMA,2
AUXILIAR GENERAL,VOTORANTIM METAIS - ALIMENTACION,44636,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36371,E&R,PROPIA,SECUNDARIA COMPLETA,SOCABAYA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - SOLDADOR,MARSA - MANTENIMIENTO,44722,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34219,E&R,ALQUILADA,TÉCNICA COMPLETA,EL PORVENIR,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
CAJERO,TUNSHURUCO - HOTELERIA,44803,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31135,E&R,PROPIA,TÉCNICA COMPLETA,SAUSA,JAUJA,DPTO JUNIN,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,45422,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35540,E&R,NO APLICABLE,SECUNDARIA COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,2
ALMACENERO,PLUSPETROL L 88 - LOGISTICA,41921,NO APLICABLE,0,ACTIVO,M,CASADO(A),29018,E&R,NO APLICABLE,TÉCNICA COMPLETA,PUCALA,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45163,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34704,E&R,FAMILIAR,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,0
AYUDANTE DE COCINA,SAN GABRIEL NUEVO - ALIMENTACION,45524,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32109,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JERONIMO,CUSCO,DPTO CUSCO,0
SUPERVISOR DE ALMACEN,VOTORANTIM METAIS - ALIMENTACION,42685,NO APLICABLE,0,ACTIVO,M,CASADO(A),24730,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,COMAS,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,40894,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31889,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LOS OLIVOS,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MEDIO AMBIENTE 2,MARSA - MEDIO AMBIENTE,44650,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,33761,E&R,PROPIA,SECUNDARIA COMPLETA,TRUJILLO,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
SUPERVISOR DE MANTENIMIENTO,PLUSPETROL L 56 - MANTENIMIENTO,45369,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34866,E&R,PROPIA,SECUNDARIA COMPLETA,CHIMBOTE,SANTA,DPTO ANCASH,0
ANALISTA DE RECLUTAMIENTO Y SELECCION,RECURSOS HUMANOS - E&R,45383,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33809,E&R,PROPIA,TITULADO,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,MARSA - ALIMENTACION,42683,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32852,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,PARINAS,TALARA,DPTO PIURA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,MARSA - MANTENIMIENTO,39228,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31808,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,LIMA,LIMA,DPTO LIMA,2
TECNICO DE MANTENIMIENTO - ELECTRICISTA,PLUSPETROL L 56 - MANTENIMIENTO,45236,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35911,E&R,PROPIA,SECUNDARIA COMPLETA,LOS OLIVOS,LIMA,DPTO LIMA,0
ALMACENERO,PAN AMERICAN SILVER - ARGENTUM GOLF,44721,NO APLICABLE,0,ACTIVO,M,CASADO(A),35506,E&R,PROPIA,SECUNDARIA COMPLETA,CHILCA,HUANCAYO,DPTO JUNIN,SIN INFORMACION
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,PLUSPETROL L 56 - PLANTAS DE AGUA,39186,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30247,E&R,NO APLICABLE,TÉCNICA COMPLETA,PUTUMAYO,MAYNAS,DPTO LORETO,SIN INFORMACION
VAJILLERO,REPSOL NUEVO LOTE 57 - ALIMENTACION,45002,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,31724,E&R,ALQUILADA,SECUNDARIA COMPLETA,IQUITOS,MAYNAS,DPTO LORETO,SIN INFORMACION
AYUDANTE DE PANADERIA,TUNSHURUCO - ALIMENTACION,45436,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29014,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CHICLAYO,CHICLAYO,DPTO LAMBAYEQUE,1
MOZO,PAMPA MELCHORITA - ALIMENTACION,45468,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32079,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,1
MOZO,REPSOL NUEVO LOTE 57 - ALIMENTACION,45292,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),30095,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,1
ASISTENTE DE RECURSOS HUMANOS,VALE MISKI MAYO - ALIMENTACION,44141,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33826,E&R,NO APLICABLE,UNIVERS. COMPLETA,TIQUILLACA,PUNO,DPTO PUNO,SIN INFORMACION
CAJERO,MARSA - ALIMENTACION,44952,NO APLICABLE,0,ACTIVO,M,CASADO(A),32194,E&R,ALQUILADA,UNIVERS. INCOMPLETA,CASTILLA,PIURA,DPTO PIURA,2
PLANNER DE MANTENIMIENTO,VALE MISKI MAYO - MANTENIMIENTO,42714,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31182,E&R,NO APLICABLE,UNIVERS. COMPLETA,PIURA,PIURA,DPTO PIURA,SIN INFORMACION
AUXILIAR GENERAL,MARSA - ALIMENTACION,44882,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35554,E&R,PROPIA,SECUNDARIA COMPLETA,VILLA MARIA DEL TRIUNFO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - ALIMENTACION,45429,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,37759,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CHEPEN,CHEPEN,DPTO LA LIBERTAD,1
ASISTENTE DE ALIMENTACION,PLUSPETROL L 88 - CATERING C4,44894,NO APLICABLE,0,ACTIVO,M,CASADO(A),33552,E&R,PROPIA,SECUNDARIA COMPLETA,LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,45400,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34924,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN LUIS,GONZALES,DPTO LIMA,0
TECNICO DE MANTENIMIENTO - ELECTRICISTA,HUDBAY - MANTENIMIENTO,45435,NO APLICABLE,0,ACTIVO,M,CASADO(A),27771,E&R,PROPIA,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,0
TECNICO DE MANTENIMIENTO - SERVICIOS GENERALES,PLUSPETROL L 56 - MANTENIMIENTO,44117,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),25925,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,SAN ANDRES DE TUPICOCHA,HUAROCHIRI,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTROMECANICO,PLUSPETROL L 88 - CATERING C4,45133,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,35226,E&R,ALQUILADA,SECUNDARIA COMPLETA,PUCALA,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
TECNICO DE MANTENIMIENTO - CARPINTERO,COGA SIERRA - MANTENIMIENTO,42973,NO APLICABLE,0,ACTIVO,M,CASADO(A),27462,E&R,NO APLICABLE,TÉCNICA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - CARPINTERO,VALE MISKI MAYO - MANTENIMIENTO,45296,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37011,E&R,ALQUILADA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,1
TECNICO DE MEDIO AMBIENTE 3,MARSA - MEDIO AMBIENTE,45036,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34353,E&R,PROPIA,SECUNDARIA COMPLETA,HUASO,JULCAN,DPTO LA LIBERTAD,SIN INFORMACION
NUTRICIONISTA,PLUSPETROL L 88 - ADMINISTRACION,44522,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),32322,E&R,PROPIA,TITULADO,LA MOLINA,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,PLUSPETROL L 88 - CATERING C4,44576,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32254,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN BORJA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE INFRAESTRUCTURA,PAMPA MELCHORITA - MANTENIMIENTO,45478,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34880,E&R,ALQUILADA,SECUNDARIA COMPLETA,PARCONA,ICA,DPTO ICA,0
AUXILIAR DE HOTELERIA,SAN GABRIEL NUEVO - HOTELERIA,45384,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,36350,E&R,ALQUILADA,ESPECIAL INCOMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,1
NUTRICIONISTA,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44967,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31400,E&R,PROPIA,SECUNDARIA COMPLETA,AREQUIPA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
MOZO,HIDROELECTRICA HUANZA - ALIMENTACION,45349,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34888,E&R,PROPIA,SECUNDARIA COMPLETA,OCROS,HUAMANGA,DPTO AYACUCHO,0
MAESTRO DE COCINA,TUNSHURUCO - ALIMENTACION,43797,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35288,E&R,NO APLICABLE,TÉCNICA COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,SIN INFORMACION
ASISTENTE DE RECURSOS HUMANOS,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44154,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34709,E&R,NO APLICABLE,UNIVERS. COMPLETA,OXAPAMPA,OXAPAMPA,DPTO PASCO,SIN INFORMACION
COCINERO,PLUSPETROL L 88 - CATERING C4,44711,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35499,E&R,ALQUILADA,SECUNDARIA COMPLETA,SANTIAGO DE SURCO,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,MINSUR PUCAMARCA NUEVO - ALIMENTACION,45299,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37223,E&R,NO APLICABLE,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,1
AUXILIAR GENERAL,SAXON MALVINAS - SATELITES,45232,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34404,E&R,PROPIA,SECUNDARIA COMPLETA,VILLA EL SALVADOR,LIMA,DPTO LIMA,0
ASISTENTE DE RECREACION,PAMPA MELCHORITA - RECREACION,44354,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35938,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
CHEF,PAMPA MELCHORITA - ADMINISTRACION,38972,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32238,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
COCINERO,EL BROCAL,45414,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35918,E&R,PROPIA,SECUNDARIA COMPLETA,HUANUCO,HUANUCO,DPTO HUANUCO,0
MOZO,MARSA - ALIMENTACION,43825,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34899,E&R,NO APLICABLE,TÉCNICA COMPLETA,SECHURA,SECHURA,DPTO PIURA,SIN INFORMACION
CHOFER,COGA SELVA - MANTENIMIENTO,42552,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30120,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,ECHARATE,LA CONVENCION,DPTO CUSCO,0
AUXILIAR GENERAL,COGA SIERRA - ALIMENTACION,45014,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),26996,E&R,PROPIA,SECUNDARIA COMPLETA,OCROS,HUAMANGA,DPTO AYACUCHO,SIN INFORMACION
COCINERO,PAN AMERICAN SILVER - ARGENTUM GOLF,44558,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32774,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,3
TECNICO DE MANTENIMIENTO - FRIGORISTA,VALE MISKI MAYO - MANTENIMIENTO,45394,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35927,E&R,ALOJADO,TÉCNICA COMPLETA,PIURA,PIURA,DPTO PIURA,0
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,44882,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36326,E&R,PROPIA,SECUNDARIA COMPLETA,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,44602,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34349,E&R,PROPIA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,45401,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36378,E&R,FAMILIAR,TÉCNICA INCOMPLETA,LA OROYA,GODIÑO,DPTO JUNIN,0
COCINERO,REPSOL NUEVO LOTE 57 - ALIMENTACION,44714,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,30233,E&R,PROPIA,SUPERIOR COMPLETA,VENTANILLA,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
TECNICO DE MANTENIMIENTO - MULTIUSOS,VALE MISKI MAYO - MANTENIMIENTO,45478,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36486,E&R,FAMILIAR,TITULADO,LA BREA,TALARA,DPTO PIURA,0
COCINERO,PAN AMERICAN SILVER - ARGENTUM GOLF,45435,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32778,E&R,PROPIA,SECUNDARIA COMPLETA,EL AGUSTINO,LIMA,DPTO LIMA,2
AYUDANTE DE MANTENIMIENTO,COGA SIERRA - MANTENIMIENTO,40694,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29589,E&R,NO APLICABLE,TÉCNICA COMPLETA,VILLA EL SALVADOR,LIMA,DPTO LIMA,2
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,41024,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,28525,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,REPSOL NUEVO LOTE 57 - ALIMENTACION,45428,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36763,E&R,PROPIA,SECUNDARIA COMPLETA,CHANCAY,HUARAL,DPTO LIMA,0
SUPERVISOR DE MANTENIMIENTO,TUNSHURUCO - MANTENIMIENTO,45086,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,29183,E&R,FAMILIAR,UNIVERS. COMPLETA,JOSE L. BUSTAMANTE Y RIVERO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
COCINERO,SAXON MALVINAS - SATELITES,44925,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33834,E&R,PROPIA,TÉCNICA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,COGA SIERRA - HOTELERIA,44902,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34297,E&R,PROPIA,SECUNDARIA COMPLETA,ANCO,LA MAR,DPTO AYACUCHO,SIN INFORMACION
AUXILIAR DE ALMACEN,MARSA - ALMACEN CENTRAL,45463,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35954,E&R,ALQUILADA,TÉCNICA COMPLETA,EL PORVENIR,TRUJILLO,DPTO LA LIBERTAD,1
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,MARSA - MANTENIMIENTO,42725,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),25835,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,YONAN,CONTUMAZA,DPTO CAJAMARCA,0
AUXILIAR DE HOTELERIA,TUCTU - HOTELERIA,42548,NO APLICABLE,0,ACTIVO,F,CASADO(A),27575,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,MOROCOCHA,YAULI,DPTO JUNIN,SIN INFORMACION
MOZO,HUDBAY - ALIMENTACION,44786,NO APLICABLE,0,ACTIVO,M,CASADO(A),32122,E&R,ALQUILADA,SECUNDARIA COMPLETA,CERRO COLORADO,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
SUPERVISOR DE HOTELERIA,TUNSHURUCO - HOTELERIA,42217,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,31878,E&R,NO APLICABLE,TÉCNICA COMPLETA,LAMBAYEQUE,LAMBAYEQUE,DPTO LAMBAYEQUE,1
AUXILIAR DE HOTELERIA,MINSUR PUCAMARCA NUEVO - ALIMENTACION,45471,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37378,E&R,FAMILIAR,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,0
TECNICO DE MANTENIMIENTO - CARPINTERO,PLUSPETROL L 56 - MANTENIMIENTO,45442,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,32598,E&R,PROPIA,SECUNDARIA COMPLETA,CASTILLA,PIURA,DPTO PIURA,1
CHOFER,TUNSHURUCO - ALIMENTACION,43432,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),23142,E&R,NO APLICABLE,SECUNDARIA COMPLETA,STA ROSA DE SACCO,YAULI,DPTO JUNIN,SIN INFORMACION
